"id","city","state","stateSlug","citySlug","country","pincode","currency","symbol","compliance","carriers","nodeType","dialingCode","timezone","latitude","longitude","landmark","carrierQuality","localSupport","population","mobileUsers","internetUsers","genderRatioText","malePercentage","femalePercentage","averageIncome","activeMobileDevices","mobilePenetration","internetPenetration","maleCount","femaleCount"
"tripura-ramnagar","Ramnagar","Tripura","tripura","ramnagar","India","799002","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 381","Asia/Kolkata","31.1363","85.1965","Ramnagar Old Town Fort Gate Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Ramnagar, India","4866826","3528448","2963897","920 females per 1,000 males","52.1","47.9","₹11.82L per annum","5061499","72.5","60.9","2535616","2331210"
"tripura-shabroom","Shabroom","Tripura","tripura","shabroom","India","799145","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 381","Asia/Kolkata","24.3674","72.0743","Shabroom Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Shabroom, India","5431247","4013691","2954598","965 females per 1,000 males","50.9","49.1","₹10.39L per annum","6245934","73.9","54.4","2764505","2666742"
"tripura-shalima","Shalima","Tripura","tripura","shalima","India","799278","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 381","Asia/Kolkata","25.1245","86.9022","Shalima Municipal Office Plaza","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Shalima, India","6606094","5086692","3798504","912 females per 1,000 males","52.3","47.7","₹6.33L per annum","7927312","77","57.5","3454987","3151107"
"tripura-shatchand","Shatchand","Tripura","tripura","shatchand","India","799213","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 381","Asia/Kolkata","24.1776","71.3572","Shatchand Civil Station Complex","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Shatchand, India","4455080","3368040","2552760","926 females per 1,000 males","51.9","48.1","₹8.64L per annum","5123342","75.6","57.3","2312187","2142893"
"tripura-simra","Simra","Tripura","tripura","simra","India","799213","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 381","Asia/Kolkata","14.759","68.8008","Simra GPO Circle Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Simra, India","1987799","1433203","1182740","945 females per 1,000 males","51.4","48.6","₹6.30L per annum","2266090","72.1","59.5","1021729","966070"
"tripura-sunamura","Sunamura","Tripura","tripura","sunamura","India","799131","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 381","Asia/Kolkata","19.1972","87.0968","Sunamura District Secretariat Enclave","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Sunamura, India","7662907","5816146","4229924","908 females per 1,000 males","52.4","47.6","₹11.29L per annum","8275939","75.9","55.2","4015363","3647544"
"tripura-telimura","Telimura","Tripura","tripura","telimura","India","799205","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 381","Asia/Kolkata","16.4955","75.4502","Telimura Metropolitan IT Corridor","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Telimura, India","3256147","2533282","1882052","934 females per 1,000 males","51.7","48.3","₹7.27L per annum","3646884","77.8","57.8","1683428","1572719"
"tripura-tripuradam-chera","Tripuradam Chera","Tripura","tripura","tripuradam-chera","India","799256","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 381","Asia/Kolkata","17.1617","88.2609","Tripuradam Chera Telecom Exchange Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Tripuradam Chera, India","936302","675073","537437","957 females per 1,000 males","51.1","48.9","₹7.62L per annum","1020569","72.1","57.4","478450","457852"
"tripura-vimangad","Vimangad","Tripura","tripura","vimangad","India","799015","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 381","Asia/Kolkata","21.3081","86.1976","Vimangad Municipal Office Plaza","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Vimangad, India","4472857","3426208","2773171","907 females per 1,000 males","52.4","47.6","₹9.27L per annum","5099056","76.6","62","2343777","2129080"
"uttar-pradesh-agra","Agra","Uttar Pradesh","uttar-pradesh","agra","India","282001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","15.6295","72.1776","Agra Industrial Growth Center","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Agra, India","1753064","1327069","957172","916 females per 1,000 males","52.2","47.8","₹9.89L per annum","2068615","75.7","54.6","915099","837965"
"uttar-pradesh-agra-fort","Agra Fort","Uttar Pradesh","uttar-pradesh","agra-fort","India","282003","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","21.0545","77.7937","Agra Fort Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Agra Fort, India","5243099","3858920","3046240","962 females per 1,000 males","51","49","₹10.60L per annum","5924701","73.6","58.1","2673980","2569119"
"uttar-pradesh-akbarpur","Akbarpur","Uttar Pradesh","uttar-pradesh","akbarpur","India","224122","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","30.4756","79.0232","Akbarpur Green Valley Digital Exchange","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Akbarpur, India","1143253","830001","668803","958 females per 1,000 males","51.1","48.9","₹10.57L per annum","1349038","72.6","58.5","584202","559051"
"uttar-pradesh-aligarh","Aligarh","Uttar Pradesh","uttar-pradesh","aligarh","India","202001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","18.6854","88.0851","Aligarh District Secretariat Enclave","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Aligarh, India","8017052","6149078","4393344","935 females per 1,000 males","51.7","48.3","₹8.09L per annum","9299780","76.7","54.8","4144816","3872236"
"uttar-pradesh-allahabad","Allahabad","Uttar Pradesh","uttar-pradesh","allahabad","India","211001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","25.3333","87.6813","Allahabad Green Valley Digital Exchange","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Allahabad, India","6714721","4895031","4122838","925 females per 1,000 males","51.9","48.1","₹10.58L per annum","7319045","72.9","61.4","3484940","3229781"
"uttar-pradesh-allahabad-city","Allahabad City","Uttar Pradesh","uttar-pradesh","allahabad-city","India","211003","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","21.5745","70.6726","Allahabad City GPO Circle Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Allahabad City, India","5463425","4070251","3239811","926 females per 1,000 males","51.9","48.1","₹8.52L per annum","6173670","74.5","59.3","2835518","2627907"
"uttar-pradesh-allahabad-kacheri","Allahabad Kacheri","Uttar Pradesh","uttar-pradesh","allahabad-kacheri","India","211002","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","20.1549","84.8204","Allahabad Kacheri Telecom Exchange Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Allahabad Kacheri, India","6785491","5272326","3922013","905 females per 1,000 males","52.5","47.5","₹7.77L per annum","7735459","77.7","57.8","3562383","3223108"
"uttar-pradesh-almora","Almora","Uttar Pradesh","uttar-pradesh","almora","India","263601","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","9.409","77.5847","Almora Old Town Fort Gate Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Almora, India","3894221","2928454","2352109","928 females per 1,000 males","51.9","48.1","₹10.98L per annum","4088932","75.2","60.4","2021101","1873120"
"uttar-pradesh-auraiya","Auraiya","Uttar Pradesh","uttar-pradesh","auraiya","India","206122","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","17.5232","81.4181","Auraiya Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Auraiya, India","6692482","5106363","4015489","933 females per 1,000 males","51.7","48.3","₹8.99L per annum","7027106","76.3","60","3460013","3232469"
"uttar-pradesh-azamgarh","Azamgarh","Uttar Pradesh","uttar-pradesh","azamgarh","India","276001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","23.8487","79.6024","Azamgarh Green Valley Digital Exchange","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Azamgarh, India","6262935","4546890","3513506","909 females per 1,000 males","52.4","47.6","₹10.19L per annum","6388193","72.6","56.1","3281778","2981157"
"uttar-pradesh-bahraich","Bahraich","Uttar Pradesh","uttar-pradesh","bahraich","India","271801","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","19.1856","70.0293","Bahraich District Secretariat Enclave","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Bahraich, India","1708874","1302161","1047539","924 females per 1,000 males","52","48","₹8.28L per annum","2016471","76.2","61.3","888614","820260"
"uttar-pradesh-ballia","Ballia","Uttar Pradesh","uttar-pradesh","ballia","India","277001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","22.643","78.8403","Ballia State Highway Crossing Terminal","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Ballia, India","8473755","6541738","5016462","948 females per 1,000 males","51.3","48.7","₹10.11L per annum","9829555","77.2","59.2","4347036","4126719"
"uttar-pradesh-balrampur","Balrampur","Uttar Pradesh","uttar-pradesh","balrampur","India","271201","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","23.6062","81.6523","Balrampur Central Industrial Area Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Balrampur, India","6473534","4790415","3618705","929 females per 1,000 males","51.8","48.2","₹11.36L per annum","6797210","74","55.9","3353291","3120243"
"uttar-pradesh-banda","Banda","Uttar Pradesh","uttar-pradesh","banda","India","210001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","25.3154","75.1403","Banda Metropolitan IT Corridor","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Banda, India","9859955","7513285","5994852","953 females per 1,000 males","51.2","48.8","₹7.38L per annum","10254353","76.2","60.8","5048297","4811658"
"uttar-pradesh-bansi","Bansi","Uttar Pradesh","uttar-pradesh","bansi","India","272153","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","15.0117","85.4232","Bansi District Secretariat Enclave","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Bansi, India","7133327","5556861","4187262","944 females per 1,000 males","51.4","48.6","₹7.08L per annum","7275993","77.9","58.7","3666530","3466797"
"uttar-pradesh-barabanki","Barabanki","Uttar Pradesh","uttar-pradesh","barabanki","India","225001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","25.3602","83.955","Barabanki GPO Circle Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Barabanki, India","6623264","4881345","4026944","919 females per 1,000 males","52.1","47.9","₹9.19L per annum","7616753","73.7","60.8","3450721","3172543"
"uttar-pradesh-baraut","Baraut","Uttar Pradesh","uttar-pradesh","baraut","India","250611","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","19.0295","89.0164","Baraut GPO Circle Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Baraut, India","4872822","3644870","2728780","909 females per 1,000 males","52.4","47.6","₹10.54L per annum","5506288","74.8","56","2553359","2319463"
"uttar-pradesh-bareilly","Bareilly","Uttar Pradesh","uttar-pradesh","bareilly","India","243001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","30.1555","89.1622","Bareilly State Highway Crossing Terminal","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Bareilly, India","9755441","7336091","5638644","942 females per 1,000 males","51.5","48.5","₹11.69L per annum","11316311","75.2","57.8","5024052","4731389"
"uttar-pradesh-basti","Basti","Uttar Pradesh","uttar-pradesh","basti","India","272001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","17.1738","80.8821","Basti Municipal Office Plaza","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Basti, India","825369","624804","456429","914 females per 1,000 males","52.2","47.8","₹8.76L per annum","932666","75.7","55.3","430843","394526"
"uttar-pradesh-bijnor","Bijnor","Uttar Pradesh","uttar-pradesh","bijnor","India","246701","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","12.1594","73.1203","Bijnor Central Industrial Area Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Bijnor, India","7960045","6105354","4919307","914 females per 1,000 males","52.2","47.8","₹9.26L per annum","9313252","76.7","61.8","4155143","3804902"
"uttar-pradesh-budaun","Budaun","Uttar Pradesh","uttar-pradesh","budaun","India","243601","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","20.0821","87.7058","Budaun Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Budaun, India","1276003","931482","755393","933 females per 1,000 males","51.7","48.3","₹10.90L per annum","1288763","73","59.2","659694","616309"
"uttar-pradesh-bulandshahar","Bulandshahar","Uttar Pradesh","uttar-pradesh","bulandshahar","India","203001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","23.0827","80.681","Bulandshahar Railway Station Chowk Node","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Bulandshahar, India","2966353","2272226","1649292","932 females per 1,000 males","51.8","48.2","₹9.22L per annum","3085007","76.6","55.6","1536571","1429782"
"uttar-pradesh-dehradun","Dehradun","Uttar Pradesh","uttar-pradesh","dehradun","India","248001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","29.2651","74.6667","Dehradun Telecom Exchange Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Dehradun, India","868572","655771","522011","956 females per 1,000 males","51.1","48.9","₹11.74L per annum","938057","75.5","60.1","443840","424732"
"uttar-pradesh-dehradun-cantt","Dehradun Cantt.","Uttar Pradesh","uttar-pradesh","dehradun-cantt","India","248003","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","14.5474","78.9518","Dehradun Cantt. GPO Circle Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Dehradun Cantt., India","5765800","4260926","3401822","930 females per 1,000 males","51.8","48.2","₹9.64L per annum","6227064","73.9","59","2986684","2779116"
"uttar-pradesh-deoria","Deoria","Uttar Pradesh","uttar-pradesh","deoria","India","274001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","26.5203","79.6941","Deoria Commercial Market Circle","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Deoria, India","2227523","1677324","1271915","911 females per 1,000 males","52.3","47.7","₹6.33L per annum","2606201","75.3","57.1","1164995","1062528"
"uttar-pradesh-dhampur","Dhampur","Uttar Pradesh","uttar-pradesh","dhampur","India","246761","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","31.0284","72.7439","Dhampur GPO Circle Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Dhampur, India","2676748","1988823","1498978","934 females per 1,000 males","51.7","48.3","₹7.32L per annum","2864120","74.3","56","1383879","1292869"
"uttar-pradesh-etah","Etah","Uttar Pradesh","uttar-pradesh","etah","India","207001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","24.8716","80.8798","Etah GPO Circle Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Etah, India","2253699","1699289","1259817","946 females per 1,000 males","51.4","48.6","₹10.92L per annum","2343846","75.4","55.9","1158401","1095298"
"uttar-pradesh-etawah","Etawah","Uttar Pradesh","uttar-pradesh","etawah","India","206001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","29.9685","72.7884","Etawah District Secretariat Enclave","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Etawah, India","3148415","2424279","1813487","932 females per 1,000 males","51.8","48.2","₹7.42L per annum","3557708","77","57.6","1630879","1517536"
"uttar-pradesh-faizabad","Faizabad","Uttar Pradesh","uttar-pradesh","faizabad","India","224001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","10.3638","83.4934","Faizabad Municipal Office Plaza","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Faizabad, India","4192589","3035434","2293346","931 females per 1,000 males","51.8","48.2","₹10.75L per annum","4695699","72.4","54.7","2171761","2020828"
"uttar-pradesh-fatehgarh","Fatehgarh","Uttar Pradesh","uttar-pradesh","fatehgarh","India","209601","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","24.6831","83.5379","Fatehgarh Old Town Fort Gate Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Fatehgarh, India","9287545","7095684","5377488","957 females per 1,000 males","51.1","48.9","₹7.72L per annum","9473295","76.4","57.9","4745935","4541610"
"uttar-pradesh-fatehpur","Fatehpur","Uttar Pradesh","uttar-pradesh","fatehpur","India","212601","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","12.0811","88.3443","Fatehpur Old Town Fort Gate Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Fatehpur, India","1093828","844435","596136","949 females per 1,000 males","51.3","48.7","₹8.97L per annum","1268840","77.2","54.5","561134","532694"
"uttar-pradesh-firozabad","Firozabad","Uttar Pradesh","uttar-pradesh","firozabad","India","283203","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","31.3418","86.3232","Firozabad Metropolitan IT Corridor","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Firozabad, India","5176379","4022046","3131709","952 females per 1,000 males","51.2","48.8","₹6.20L per annum","5849308","77.7","60.5","2650306","2526073"
"uttar-pradesh-ghaziabad","Ghaziabad","Uttar Pradesh","uttar-pradesh","ghaziabad","India","201001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","28.1396","84.4112","Ghaziabad Metropolitan IT Corridor","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Ghaziabad, India","5120872","3876500","2862567","946 females per 1,000 males","51.4","48.6","₹10.88L per annum","5837794","75.7","55.9","2632128","2488744"
"uttar-pradesh-ghazipur","Ghazipur","Uttar Pradesh","uttar-pradesh","ghazipur","India","233001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","25.6583","78.4909","Ghazipur Commercial Market Circle","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Ghazipur, India","7960143","5954186","4529321","951 females per 1,000 males","51.3","48.7","₹8.80L per annum","8437751","74.8","56.9","4083553","3876590"
"uttar-pradesh-gonda","Gonda","Uttar Pradesh","uttar-pradesh","gonda","India","271001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","15.5814","87.3932","Gonda Railway Station Chowk Node","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Gonda, India","5350464","3868385","2910652","947 females per 1,000 males","51.4","48.6","₹11.86L per annum","6206538","72.3","54.4","2750138","2600326"
"uttar-pradesh-gopeshwar","Gopeshwar","Uttar Pradesh","uttar-pradesh","gopeshwar","India","246401","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","20.8407","86.2731","Gopeshwar Industrial Growth Center","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Gopeshwar, India","7862280","5857398","4363565","959 females per 1,000 males","51","49","₹11.92L per annum","9434736","74.5","55.5","4009763","3852517"
"uttar-pradesh-gorakhpur","Gorakhpur","Uttar Pradesh","uttar-pradesh","gorakhpur","India","273001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","26.0314","84.4854","Gorakhpur State Highway Crossing Terminal","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Gorakhpur, India","9687512","7401259","5899694","932 females per 1,000 males","51.8","48.2","₹8.55L per annum","10850013","76.4","60.9","5018131","4669381"
